地点名称,类型,经度,纬度,情绪权重,地址,POI编码
孙泽涛辣豆腐(和平社区店),餐饮,118.037766,36.799699,0.6,和平小区46甲北侧,B0FFHS2Z2Z
西城食府,餐饮,117.936398,36.653827,0.6,松龄西路,B0FFHLJSOH
农家木火炖,餐饮,118.072517,36.854670,0.6,金晶大道与民祥路交汇处西200米路南,B0FFHLIPXG
小燕子窝(中润·华侨城十五组团店),餐饮,118.031897,36.835967,0.6,中润·华侨城十五组团东门北50米,B0FFHD7DL3
兰州杨记牛肉面,餐饮,118.199968,36.792604,0.6,金岭回族镇纬六路金岭路丁字路口,B0FFHBLWDN
趣六禾蛤蜊鸡(周村总店),餐饮,117.844753,36.816128,0.6,电厂路19号,B0FFH04LT6
家饭拌饭烤肉,餐饮,118.045370,36.822497,0.6,科苑街道张桓路2号甲19号,B0FFGN3S81
由熙(尚美店),餐饮,118.037704,36.810171,0.6,北西五路尚美第三城6号楼8号,B0FFGHSYJX
凯悦西餐厅(淄博黄金国际店),餐饮,118.031764,36.823767,0.6,西六路黄金国际营销中心2层,B0FFG418BF
雪乡灶台鱼(瑞泉阳光店),餐饮,118.337229,36.808301,0.6,瑞泉阳光小区S5幢1单元,B0FFG1NVSR
大红门烧烤(店子村),餐饮,117.992985,36.903908,0.6,果里镇周家店子,B0FFFX8WOP
欧巴春川铁板鸡(吉祥路商业街店),餐饮,117.971771,36.654814,0.6,吉祥路幼儿园东北门西南100米,B0FFFPLEHE
后厨金字塔(美达华庭店),餐饮,118.018377,36.825519,0.6,美达华庭东南1门南60米,B0FFFFSITV
大红门(淄博张店区),餐饮,118.030367,36.807949,0.6,[],B0FFF75Y13
马踏湖鲜鱼馆香和院,餐饮,118.059533,37.062755,0.6,起凤镇华沟村村西路北距离马踏湖南门888米,B0FFF4ZAZ0
中濠饭店(海岱楼店),餐饮,117.998939,36.844294,0.6,北京路与盛湖路交叉口向东北,B02150SLZK
陶然香火锅居(将军路店),餐饮,117.971523,36.629764,0.6,淄城东路622号,B02150QMWA
学伟烧烤火锅(天齐路),餐饮,118.329326,36.805318,0.6,牛山路397甲1-2,B02150QKAF
一家亲海鲜酒店(王舍路店),餐饮,118.013831,36.791466,0.6,王舍路,B02150QJCX
阿喆私房菜(西五路店),餐饮,118.037651,36.845720,0.6,天府明城小区20号楼,B02150QFE1
伊特蛋糕(紫荆园店),餐饮,118.053414,36.832825,0.6,张店区高新区紫荆园小区1层13号营业房,B02150QFBD
金甫庄园(前进居民生活区西),餐饮,117.820195,36.801265,0.6,新建路西外环西首与交叉路口,B02150Q9YJ
谭家菜馆,餐饮,118.069649,36.842852,0.6,金晶大道万杰路口往西150米路北137号,B021504MZY
西屋往事自动涮烤吧(联通路店),餐饮,118.057800,36.826961,0.6,科苑办事处联通路27号甲7号,B021504MN1
东海鲜味园,餐饮,117.849453,36.805836,0.6,东门路252号(近青年路),B021504JXL
陶然香火锅居(昆仑店),餐饮,117.918890,36.586530,0.6,阳光龙庭生活区广场(卫生院旁边),B021504I7J
国梁烧烤,餐饮,117.957404,36.667691,0.6,建设路186号,B021504FCT
北山饭店,餐饮,118.354064,36.796083,0.6,齐陵街道办事处,B021504CTI
金色之韵量贩KTV(龙御大厦店),餐饮,118.024504,36.821458,0.6,华光路141号金色之韵酒店客房部1层,B021504AE7
海福缘酒楼博山菜,餐饮,118.050690,36.818672,0.6,柳泉路西三巷3号(中心医院北院区与锦江之星交汇处向里66米),B0215040LD
双龙池食品店,餐饮,117.876685,36.506296,0.6,五岭路与青龙山北路交汇处东50米路南,B021503WKW
老何牛肉面,餐饮,118.186653,36.768356,0.6,兴边路汞山农贸市场北,B021503TUR
三玉炒鸡,餐饮,118.075633,36.873203,0.6,赵王路北沿街房12号,B021502ZYI
崔家烤羊(中润·华侨城店),餐饮,118.027231,36.841427,0.6,中润华侨城西商业街6号,B0FFHG3KPA
钱记小院,餐饮,117.854785,36.480770,0.6,泉水路22附近,B0FFIZAOH3
太公老刘烧烤(三星怡水名城店),餐饮,118.322683,36.829206,0.6,三星怡水名城齐兴路71-1号,B0FFI6IDEQ
米兰法式甜品,餐饮,117.852921,36.495677,0.6,中心路93-7号(博山公园停车场正对面),B0FFHGURTY
旭阳灶台鱼,餐饮,118.021530,36.765224,0.6,傅家镇世纪路286号苏村沿街营业房,B0FFGJ725L
加一桌,餐饮,117.851289,36.776556,0.6,南郊镇米山路38号,B0FFH66BZA
木香铁锅居(南麻六小店),餐饮,118.155475,36.197135,0.6,山前路北麻社区,B0FFHEPF13
青炉里青花椒烤鱼(义乌店),餐饮,118.018645,36.824361,0.6,义乌商城街8号-115号,B0FFHBGOI8
蒙山蚂蚱鸡(大顺路店),餐饮,118.297962,36.825770,0.6,大顺路111号体育城西邻,B0FFFYY174
源和魔石咕噜鱼(沿河东路南端店),餐饮,118.169991,36.170834,0.6,南麻镇沿河东路螳螂河大桥南一千米,B0FFFOSDR0
蒙之涮(植物园店),餐饮,118.033240,36.789241,0.6,王舍路181号,B0FFF6KX9F
大角牛烩牛肉(十七中北街店),餐饮,118.035349,36.811637,0.6,中北街2号甲12号,B0FFFU60BH
海棠居(农广大厦店),餐饮,118.014760,36.829155,0.6,联通路147甲2号农广大厦1层,B021504APD
素红水饺(淄博银都市场一条街店),餐饮,118.077207,36.805544,0.6,共青团东路银都市场一条街22号,B0FFFYPUNB
过桥缘·过桥米线(淄博星河街店),餐饮,117.988742,36.799901,0.6,北京路西侧和平路南侧星河街4号楼1层110,B0KRAZ767V
鲁西黄牛肉,餐饮,117.863454,36.807768,0.6,航东生活区83号楼,B0KK75OAKD
桉树披萨(沂源店),餐饮,118.169001,36.185571,0.6,健康路中国银行南50米,B0KDN9SGNH
米村拌饭(张店区华光路大润发店),餐饮,118.041565,36.821656,0.6,华光路86号大润发(淄博店),B0KDK1KTZI
TK彤德捞时尚火锅(星河街店),餐饮,117.989331,36.799807,0.6,星河街,B0KATRP1XE
米村拌饭(茂业百货时代店),餐饮,118.295975,36.817475,0.6,大顺路68号茂业百货(时代店),B0K3MLO5L3
超意兴快餐(金鼎·学府壹号店),餐饮,118.000327,36.826454,0.6,范荣街35号金鼎·学府壹号,B0K32CAKH0
过桥缘过桥米线(水晶街店),餐饮,118.003476,36.816582,0.6,人民西路与重庆路交汇处F座一层02号(游乐场处),B0K1HZOHDR
李二鲜鱼火锅,餐饮,118.311561,36.821384,0.6,闻韶路40号(齐国迎宾馆),B0K0DAJALN
彤德捞轻火锅(万达店),餐饮,118.009678,36.841197,0.6,万达广场北100米丰悦路与丰安路交叉口东南角,B0K02OOEPJ
瓦萨里现烤披萨(新建中路店),餐饮,117.852565,36.800467,0.6,东街598-1-2号,B0JRCHAZ7V
季掌门牛骨火锅(大顺胜利花园店),餐饮,118.291805,36.814727,0.6,桓公路大顺花园北区35号甲1号,B0J3PM3LK8
塔斯汀中国汉堡(恒和时代广场店),餐饮,118.159124,36.187482,0.6,振兴路1号恒和时代广场1-135号店铺,B0J2FU4QWR
石炊百味云南蒸汽石锅鱼,餐饮,118.014850,36.791229,0.6,王舍路467号,B0J2F55GS6
清梅居食品(翡翠园店),餐饮,117.872113,36.512931,0.6,城东街道珑山路101号(翡翠园小区对面),B0H6OAR69X
广利来(步行街店),餐饮,117.852554,36.806530,0.6,东街1338号,B0H3UC8Q1R
包子客牛肉汤包(金乔社区北区店),餐饮,118.070925,36.817875,0.6,华光路12甲,B0G2AK3PMH
半天妖烤鱼(淄博沂源义乌新天地店),餐饮,118.186794,36.192584,0.6,鲁山路37号义乌商贸城肯德基2楼,B0FFL6KC2M
张亮麻辣烫(淄博马尚店),餐饮,117.989055,36.801039,0.6,马尚镇和平路与北京路交叉口向西50米路北马尚大街便民市场一层营业房,B0FFKUOHB1
旺哥鸡公煲(北营店),餐饮,118.065529,36.855725,0.6,[],B0FFJCBHT7
陈小二炒鸡(润生家园店),餐饮,118.188699,36.189234,0.6,润生路与振兴路交叉口北240米,B0FFGZPMB1
淄博文姜大酒店,餐饮,117.857909,36.481680,0.6,新博路6号文姜大厦1层,B021504HOU
亚细亚大酒店(闻韶路),餐饮,118.309818,36.809968,0.6,闻韶路18号(亚细亚二楼生态餐厅),B02150017C
张氏蛤蜊鸡(总店),餐饮,117.863549,36.805103,0.6,航东生活小区中心路中段1-1号,B0FFI73VSW
马勇烧烤,餐饮,118.209615,36.799641,0.6,金岭回族镇金岭南路1903号,B0FFGNLCO6
乐华滋披萨(振兴路店),餐饮,118.163299,36.186017,0.6,振兴路18-7号(京源商厦东),B0FFG2S05X
新疆伊犁河餐厅清真,餐饮,118.099088,36.973599,0.6,兴桓路2577号聚荣工业园,B0FFJ1TJK3
广凯久久鸭脖王,餐饮,118.103084,36.960928,0.6,槐荫路54号,B0FFFZE051
喜茶(健康路店),餐饮,118.169554,36.195571,0.6,健康北路(一村西侧沿街房5-1栋),B0KUSAQ1VC
星巴克(淄博印象汇店),餐饮,118.053299,36.822489,0.6,柳泉路67号印象汇,B0KUF6XJIS
周村烧饼博物馆,餐饮,117.841826,36.798230,0.6,古商城大街48号,B0KKXSNQP7
泸溪河桃酥(淄博吾悦广场店),餐饮,118.025209,36.783820,0.6,吾悦广场淄博店1层1038号,B0KKCRN2GJ
石头先生的烤炉(淄博博山店),餐饮,117.860839,36.500122,0.6,叠羊路25号,B0KK7ZPKGF
合易泓拌饭,餐饮,118.051176,36.805032,0.6,王府井精品街A2829,B0KDY5SEVS
桉树披萨(淄川店),餐饮,117.976008,36.644428,0.6,淄城东路426号,B0KD1K1CL0
周村季掌门牛骨馆(信誉楼百货店),餐饮,117.851567,36.807758,0.6,福瑞特城市广场3-1005号,B0JUVAV2KT
古茗(中润新玛特购物广场店),餐饮,118.028312,36.837953,0.6,中润大道1号新玛特购物广场F1S30,B0JGALDLJY
古茗(淄博实验中学店),餐饮,118.005919,36.804433,0.6,新村西路17号金誉花园沿街房19号,B0J2GH8H9T
阿光正传重庆地摊火锅(博山店),餐饮,117.865354,36.501459,0.6,时代广场小区,B0J1BZLZLL
古茗(淄博实验中学店),餐饮,118.005919,36.804433,0.6,新村西路17号金誉花园沿街房19号,B0J2GH8H9T
阿光正传重庆地摊火锅(博山店),餐饮,117.865354,36.501459,0.6,时代广场小区,B0J1BZLZLL
锅圈食汇火锅烧烤食材超市(齐都花园店),餐饮,118.290581,36.827659,0.6,杨坡路207号,B0IUVSOH3H
茶百道(义乌店),餐饮,118.022182,36.822950,0.6,义乌小商品城广场街21号商铺,B0IU3DIVJZ
桉树披萨(福门商城店),餐饮,117.859109,36.496209,0.6,城东街道沿河东路71-1号,B0H2TXQ796
倔老头牛肉糁(银泰城店),餐饮,118.033738,36.850051,0.6,银泰时代广场A座119号,B0H0HCCJOM
幸运咖(周村店),餐饮,117.852673,36.807380,0.6,东街1380号,B0H06HFOB0
杨光会重庆鲜货火锅,餐饮,117.847591,36.502307,0.6,金晶路,B0G064LPNI
清梅居食品厂(白虎店),餐饮,117.851202,36.499334,0.6,域城镇开发区祥和园36号,B0FFGBN9QA
新泰炒鸡园,餐饮,117.944106,36.633606,0.6,城南镇石门村万通加油站西200米,B0FFFP6XOQ
泰丰全羊火锅,餐饮,118.041605,36.734476,0.6,张南路395号大锅全羊羊排烧烤铜火锅手切羊肉羊蝎子附近烤肉店周边羊肉火锅推荐,B0FFF0BVDJ
御茗府茶楼,餐饮,118.292699,36.809172,0.6,牛山路齐国商城8号楼(公园北门对过),B021504F15
老刺参酒楼,餐饮,118.321585,36.817706,0.6,遄台路88号(石鼓新村北100米),B0FFGZOUNH
奕乐快餐烤肉拌饭鸡排饭(南苑绿洲社区店),餐饮,118.029510,36.765167,0.6,傅家镇南苑绿洲小区二区42号楼北一层沿街房自西向东第13间,B0FFJD152U
金凯悦正阳路店,餐饮,117.867168,36.817928,0.6,正阳路4611号,B0FFJT2K0L
翕善堂博山菜(金桥商务中心店),餐饮,118.073342,36.817548,0.6,华光路10甲20号金桥商务中心,B0FFIBO76H
老朱烧烤,餐饮,118.072546,36.856499,0.6,北营路东首路南第三家,B0FFI6TXFU
味老香菜馆(万象汇店),餐饮,118.063505,36.801539,0.6,东一路40号华润小学南20米,B0FFHJB4NF
老屋记忆·土耳其烤肉饭,餐饮,118.046187,36.754160,0.6,南定镇山铝职业学院花园路16号,B0FFH66F3A
周波寿司,餐饮,118.042434,36.818197,0.6,步行街北段91号甲3号,B0FFGYBFQJ
百信商场,购物中心,118.050710,36.803084,0.7,健康街与美食街交叉口西50米,B0FFHE7211
鸿盛购物商场,购物中心,117.851029,36.797485,0.7,中和街8号,B0FFH65Z7D
金信购物商场(中和街),购物中心,117.850328,36.797387,0.7,中和街新华书店斜对过,B02150437K
淄博大成商场,购物中心,118.055089,36.805645,0.7,共青团西路辅路与西二路交叉口西20米,B021500FAE
缘梦购物岛,购物中心,118.018430,36.785623,0.7,昌国路105号,B0FFHOC6EA
奥华购物中心,购物中心,118.233796,36.737202,0.7,十化建建设中路5号,B02150QKZ0
欢乐城精品购物广场,购物中心,118.023549,36.825043,0.7,义乌小商品城停车楼,B0FFI0W8PC
奥朗特购物广场,购物中心,118.012429,36.810507,0.7,[],B0FFFDFIDK
彩世界精品皮草广场,购物中心,118.029104,36.822275,0.7,华光路116号,B02150R3EE
印象汇,购物中心,118.053114,36.822911,0.7,柳泉路67号,B0FFJM6EX3
桓台百货大楼,购物中心,118.105923,36.958434,0.7,张北路32号,B021500F9E
金桥商厦(中和街),购物中心,117.852231,36.797431,0.7,中和街39号,B02150437R
山东新星集团新星商厦,购物中心,118.023088,36.781310,0.7,南西七路附近,B0FFGACH9X
淄博国际商贸城,购物中心,117.994470,36.789472,0.7,昌国路88号,B021504DGF
淘宝商城(鲁中国际商贸城店),购物中心,117.953475,36.641625,0.7,鲁中商贸城6楼,B0FFFSS0KY
惠仟佳,购物中心,118.087429,36.959942,0.7,少海路35号,B021504B8Y
利群集团淄博购物广场,购物中心,118.060455,36.800429,0.7,商场东路2号,B021500FB7
铝城购物中心,购物中心,118.045266,36.753116,0.7,南定镇山铝花园路29号,B021500E13
新艺苑精品地下城,购物中心,118.302367,36.812951,0.7,桓公路220-2号,B02150Q88X
宝德商场,购物中心,117.909726,37.038757,0.7,红辛路与金马中路交叉口西80米,B021503R8O
玉龙商场,购物中心,118.295926,36.814766,0.7,齐园路33号,B021504BTF
亿客家购物广场,购物中心,118.180858,36.200662,0.7,新城路附近,B0FFHE91QI
联通路169号红星欧丽洛雅商场,购物中心,118.010594,36.829104,0.7,联通路与南京路交叉口西140米,B0I3F7QA6L
鲁中商业博览城,购物中心,118.222752,36.206168,0.7,悦庄镇新车管所北,B0FFK7MJ8K
泰东生活广场,购物中心,118.330347,36.816999,0.7,闻韶街道晏婴路489号,B0FFHIL4XM
第五季·玩库商业中心(博山旗舰店),购物中心,117.859289,36.495980,0.7,大街9号,B0FFHGJL3O
盛达商业广场,购物中心,117.862789,36.504028,0.7,西冶街202号,B0FFGNF1F0
东源商场,购物中心,118.056381,36.806026,0.7,共青团路34号,B0FFGMC64U
上海商厦,购物中心,117.956126,36.642076,0.7,淄川区服装城留仙湖路,B0FFGJ6A8K
淄博商厦周村家电广场,购物中心,117.857922,36.807819,0.7,丝绸路35号,B0FFGBNOT3
方正帝王商场,购物中心,118.299215,36.813297,0.7,桓公路208号,B0FFF3NQCH
万通商城,购物中心,118.050558,36.803583,0.7,张店区美食街84号,B02150RESJ
仟佰汇,购物中心,117.962278,36.646522,0.7,般阳路1号,B02150R0L9
百货大楼(振兴路),购物中心,118.169393,36.184316,0.7,百货大楼1楼,B021503Y98
天鹅商城,购物中心,117.830523,37.167515,0.7,田镇镇黄河路,B021503QXL
美达百货购物中心,购物中心,118.058979,36.801199,0.7,美食街1号,B021502HPK
百姓商厦,购物中心,117.859366,36.497653,0.7,西冶街南首1号,B02150Q7N9
银泰·金街,购物中心,118.034913,36.848670,0.7,鲁泰大道9号(鲁泰大道与西五路交汇处),B0FFFS6AEC
九龙商场,购物中心,118.078194,36.904107,0.7,西果里村,B0FFH06KVU
新星商城,购物中心,117.983050,36.665048,0.7,淄城路与淄川立交交叉口西200米,B0FFGLS2Z9
典雅服装商场,购物中心,117.988939,36.740580,0.7,梁牛路南50米,B0FFFZ37PL
盛和商场,购物中心,117.662941,37.107877,0.7,黑里寨镇镇中路,B02150RT9S
淄博南定百货大楼,购物中心,118.072634,36.727615,0.7,人民路与东一路交叉口东南40米,B021503YMB
红宝龙购物商场(东里店),购物中心,118.362609,36.018054,0.7,文山街与商业北街交叉口北180米,B0JUP78L18
惠仟佳超市,购物中心,118.087490,36.959884,0.7,少海路35号惠仟佳F1层,B0J0DCPCL6
高青万福源购物中心,购物中心,117.846474,37.165437,0.7,高苑路与学府路交叉口西南40米,B0HKO5HB0D
瑞苑社区团购,购物中心,118.048905,36.818966,0.7,柳泉路西三巷与华光路南六巷交叉口东120米,B0H6DH9O0I
淄博淄川,购物中心,117.961309,36.643502,0.7,般阳路与建设巷交叉口西180米,B0G0BX5VRL
淄博饭店商场,购物中心,118.060186,36.806071,0.7,金晶大道177号,B0FFK7XKQM
澳宝徕跨境优品体验馆(锦秋小区店),购物中心,118.098354,36.964971,0.7,建设街与兴桓路交叉口西100米,B0FFJCSGNK
福门商城(特色街区·西冶街店),购物中心,117.858483,36.495995,0.7,沿河东路71号,B0FFHNY0NL
边敏购物商场,购物中心,118.360844,36.016546,0.7,商业南街与商业街交叉口东40米,B0FFG85B2A
核心商城(鲁中装饰材料城店),购物中心,118.020410,36.785217,0.7,昌国路105号鲁中装饰博览城,B0FFF2BT5T
皇城百货大楼,购物中心,118.419449,36.872545,0.7,皇城镇皇城营村,B02150QIM5
金城商厦(巴黎假日·步行街店),购物中心,117.853002,36.797435,0.7,中和街65号盈朵内衣店,B02150437S
索镇供销大楼,购物中心,118.114774,36.956654,0.7,索镇大街906-920号,B021503RZJ
喜乐佳,购物中心,118.100012,36.958738,0.7,索镇中心大街511号,B021500FA0
亿丰商场,购物中心,118.002092,36.816668,0.7,重庆路亿丰大厦1-3层,B0FFFDIF48
新星商厦(商城西街),购物中心,117.959333,36.647242,0.7,张博路大桥北,B0FFG6QG26
成和商厦(沂源店),购物中心,118.170879,36.192775,0.7,健康路2号,B02150R1XN
鑫群购物中心超市,购物中心,118.196422,36.800932,0.7,金烯路与金岭大街交叉口北80米,B0FFG45JSY
新玛特名酒专柜(新玛特购物广场店),购物中心,118.028595,36.837937,0.7,中润大道1号新玛特购物广场中润店F1层,B0GR17WS0Y
红樱桃时尚购物广场(振华商厦店),购物中心,118.055728,36.802018,0.7,振华商厦,B0FFG2SVZF
圆心楼商城,购物中心,117.844755,36.618944,0.7,510省道与048县道交叉口西40米,B0FFFZ2Z2J
供销商场,购物中心,118.048573,36.196962,0.7,阳光路70号甲3号,B0FFFYX0K4
北金商场,购物中心,118.192956,36.884658,0.7,张皇路(北金小学东北侧约50米),B02150QKP6
吾悦广场(淄博周村店),购物中心,117.866457,36.823203,0.7,正阳路5299号,B0GRK53MVK
吾悦广场(淄博店),购物中心,118.025098,36.783679,0.7,世纪路昌国路交汇处东南角,B0FFMADXYQ
信誉楼百货(周村店),购物中心,117.851852,36.807588,0.7,东街与青年路交叉口西北角,B0FFM8IAA1
银泰商城,购物中心,117.851987,36.798059,0.7,东街301号,B0FFL4A1Z5
利群时代(柳泉路店),购物中心,118.047509,36.801921,0.7,柳泉路29号,B0FFJJR90M
银座购物广场,购物中心,118.033203,36.849245,0.7,鲁泰大道9号名尚银泰城2层,B0FFJCRTWM
淄博商厦,购物中心,118.058471,36.802055,0.7,金晶大道125号,B0FFIE4D6G
佳惠新天地生活广场,购物中心,118.187319,36.192233,0.7,鲁山路与润生路交汇处鲁中义务商贸城东区,B0FFIBXEWQ
佳惠生活超市,购物中心,117.853524,36.795434,0.7,东街68号,B0FFH3PI45
银座商城超市(柳泉路店),购物中心,118.050484,36.805618,0.7,柳泉路128号银座商城淄博店B1层,B0FFFDFQIW
茂业百货(广场店),购物中心,118.296332,36.819241,0.7,大顺路69号,B02150RY4B
SM广场,购物中心,117.962256,36.643708,0.7,般阳路8号,B02150QZ8D
银座·奥特莱斯(柳泉路店),购物中心,118.056075,36.834419,0.7,柳泉路105号,B02150QA1Q
新玛特购物广场(中润店),购物中心,118.028591,36.837958,0.7,中润大道1号,B021504O30
淄博商厦(博山店),购物中心,117.857579,36.511671,0.7,白虎山西路8号,B021503W8N
信誉楼百货(桓台店),购物中心,118.098030,36.946430,0.7,张北路1373号,B021503RWC
老华盛商场,购物中心,117.830529,37.168815,0.7,青城路39号华盛购物广场,B021503QF7
银座二店,购物中心,117.975212,36.645192,0.7,淄城东路3l4号,B0FFGBOC0U
东方购物广场(沂源店),购物中心,118.160871,36.184001,0.7,历山路49号,B02150QA5B
百纳信誉商场,购物中心,117.860181,36.498542,0.7,西冶街艺缘阁3楼,B021503X3M
方和茂,购物中心,118.300029,36.814320,0.7,槐荫路与桓公路交叉口西北80米,B0IUXSGEMI
淄博鑫马吾悦广场,购物中心,118.001652,36.824664,0.7,华光路288号,B0G13R1AAI
泰客荣店(茂业百货泰客荣店),购物中心,118.302933,36.813445,0.7,雪宫路333号泰客荣,B0FFL3FJXA
活力城,购物中心,117.868293,36.799214,0.7,正阳路2888号,B0FFKIQZ0Q
优购商城,购物中心,118.330515,36.805331,0.7,天齐路6号,B0FFHCKKQJ
易达广场,购物中心,117.837451,36.497742,0.7,域城镇中心路98号(房家门市部),B0FFG9F53H
钰朋购物中心(沣水店),购物中心,118.090277,36.756057,0.7,城东路南首,B0FFFVTU8F
鲁中义乌国际商贸城,购物中心,118.185521,36.192096,0.7,鲁山路与瑞阳大道交叉口往东600米,B02150R20Q
天隆购物广场,购物中心,117.860960,36.503301,0.7,西冶街159号天隆大厦,B021504I2R
金太阳商场,购物中心,118.166734,36.185648,0.7,振兴路41号,B021500FC8
淄博王府井广场,购物中心,118.051895,36.805278,0.7,共青团路与柳泉路交叉口,B021500FB9
富丽商城,购物中心,118.056526,36.805114,0.7,共青团西路23号,B021500FAD
银泰城,购物中心,118.034922,36.848671,0.7,鲁泰大道9号,B0FFG3G405
大海商厦,购物中心,117.958091,36.643402,0.7,淄川服装城西关一街五号厅中段,B0KD0UWEXE
平价商城,购物中心,117.981678,37.049655,0.7,荆家镇荆三小学西北100米,B0HRV7SXG4
奕菡团购工作室,购物中心,118.305537,36.821413,0.7,雪宫路与晏婴路交叉口东北180米,B0GKN58326
金惠丽百货,购物中心,118.065748,37.063010,0.7,荆夏路北侧,B0GDCK6XCP
玖逗集市,购物中心,117.840824,36.530245,0.7,团山小区东侧100米,B0G36HNDFE
程程团购,购物中心,117.772990,36.640175,0.7,510省道西南侧,B0G1PKGVLF
大海商场(欢乐城精品购物广场店),购物中心,118.023098,36.824572,0.7,玉龙商街南街与玉龙商街交叉口西南240米,B0G0256VC2
银座中心店2期,购物中心,118.049828,36.804971,0.7,柳泉路110号,B0FFL5L5R6
金周商城,购物中心,117.854245,36.797938,0.7,周村中和街97号,B0FFJCUL8M
东良进口商品(桓台店),购物中心,118.093213,36.952988,0.7,农信生活区云涛小区70号,B0FFHVPTU6
银座新天地(银座购物广场),购物中心,117.961975,36.650175,0.7,银座购物广场(淄川店),B0FFFDILMF
新东方羽绒服饰广场,购物中心,117.958291,36.646783,0.7,商城西街218号东80米,B021503YMG
银座(天齐店),购物中心,118.331189,36.813099,0.7,稷下街道天齐路200甲方正2009南区B1层,B0KKBDKMHY
振华商厦,购物中心,118.056047,36.801675,0.7,城中西内环路与西一路交叉口西北80米,B0IUCAOCWZ
东泰广场(茂业百货店),购物中心,118.296674,36.819260,0.7,大顺路69号茂业百货东泰广场-北区F1层,B0I19MUHFQ
秀水地下商城(振华商厦店),购物中心,118.055741,36.802120,0.7,振华商厦,B0GDCB7ZB1
奥都商城,购物中心,117.919161,36.660307,0.7,开发区北苏商业街22号,B0G0GHHS3E
大海商厦,购物中心,117.957819,36.645643,0.7,西关一服装城,B0FFFOJQGB
鸿祥名品商厦,购物中心,117.850395,36.797840,0.7,中和街6号,B02150436N
桓台商厦,购物中心,118.105225,36.959466,0.7,张北路2911号,B021500F9F
颜山商城,购物中心,117.862649,36.496325,0.7,新建四路77号,B021500E6C
温州商厦,购物中心,117.958171,36.642203,0.7,将军路街道留仙湖路3号,B021500E27
高青唐坊供销社,购物中心,117.960948,37.183155,0.7,潍高路349附近,B0FFHP5SMN
上地广场,购物中心,118.295909,36.813781,0.7,桓公路大顺路交叉口西南角,B0FFJX5F66
鲁青商城,购物中心,117.694342,37.184669,0.7,庆淄路496号,B02150Q5GV
万隆大楼,购物中心,117.849813,36.797470,0.7,中和街4号,B02150437I
壹加壹(后埠新村店),购物中心,118.083719,36.936016,0.7,红莲湖大道与少海路交叉口西北260米,B0G2U94UK7
贵都商城,购物中心,118.164154,36.186187,0.7,振兴路27号,B0FFM6IM6F
欢乐新街,购物中心,117.848859,36.793297,0.7,东门路38号,B021504JDJ
淄博市周村夏源商贸有限公司,购物中心,117.852050,36.798008,0.7,东街301号,B02150Q5VC
东泰商厦(大顺路店),购物中心,118.295805,36.816877,0.7,大顺路69号,B0HK3LOBFM
聚合购物,购物中心,118.102169,36.819988,0.7,春风路与联通路交叉口南100米,B0H1TCIUGR
盛华尚都广场,购物中心,118.309909,36.811202,0.7,闻韶路东桓公路南(齐都大酒店东),B0FFJNECSI
众赢商城,购物中心,118.053325,36.805784,0.7,共青团路53号,B0FFGBO9LM
TULIPS MAPLE(齐园绿城店),购物中心,118.288425,36.809494,0.7,牛山路齐园绿城,B0G3JS3RGF
银座商城(人民店),购物中心,117.860457,36.504428,0.7,青年路1号(金晶路与青年路交叉口东北50米),B0FFG98EU5
华盛商厦,购物中心,117.829677,37.171987,0.7,黄河路77号,B02150Q56J
莲池利群购物广场,购物中心,118.036154,36.831436,0.7,北西五路25号,B021504211
特信商城,购物中心,117.860326,36.496483,0.7,沿河东路大街1号特信广场1层,B021500FC6
淄博万象汇,购物中心,118.061399,36.802119,0.7,金晶大道66号,B0FFFZNOM3
银座购物广场(淄川店),购物中心,117.961902,36.649139,0.7,松龄路与淄城路交汇口路西柳泉正承广场,B021503W0U
圣元商厦,购物中心,117.908667,37.038908,0.7,红辛路1249号,B0J3UZ022B
兴隆商场,购物中心,117.863479,36.498316,0.7,沿河东路30号,B0FFGO6RZK
临淄区闻韶银山百货商场(方正2009小区店),购物中心,118.331701,36.817583,0.7,方正2009商业北区综合楼5单元1层3号,B0FFG2P0B8
茂业天地,购物中心,118.050853,36.807477,0.7,柳泉路152号,B02150RTZS
银座购物广场(五里桥店),购物中心,118.032224,36.813519,0.7,人民西路51号银座购物广场1层,B02150QJIF
茂业百货(商城店),购物中心,118.319772,36.811152,0.7,遄台路5号,B0FFF63T91
银座购物广场(博山店),购物中心,117.860767,36.494224,0.7,中心路40号,B0215048R6
银座商城(淄博店),购物中心,118.050481,36.805504,0.7,柳泉路128号,B021500FB5
淄博天誉佳惠购物广场,购物中心,118.062769,36.916257,0.7,果里大道229号,B0KRLA6H3M
银座商城(高青店),购物中心,117.840226,37.164654,0.7,芦湖路301号附近,B0FFHKAOH2
友谊商场,购物中心,118.168712,36.183769,0.7,历山街道健康路31号,B0HRVR22Y0
大张商贸城,购物中心,118.225645,36.823116,0.7,兴边路与临淄大道交叉口西北200米,B0FFM7BTEO
光辉百货,购物中心,117.859345,36.786782,0.7,309国道周村沙发市场明珠国际家居广场停车场,B0FFHE96K5
沐浴阳光.俊辰百货高青店,购物中心,117.662007,37.103489,0.7,黑里寨镇,B0FFH9D4BO
利群购物中心(桓公路店),购物中心,118.301688,36.813960,0.7,桓公路99号,B021500E1D
茂业百货(时代店),购物中心,118.296056,36.817538,0.7,大顺路68号,B0FFFRYVGV
